n,x,y,z
7759,-360,1160,-280
7760,-340,1160,-280
7761,-320,1160,-280
7762,-10000,-10000,-10000
7763,-10000,-10000,-10000
7764,-10000,-10000,-10000
7765,-10000,-10000,-10000
7766,-10000,-10000,-10000
7767,-200,1160,-280
7768,-180,1160,-280
7769,-160,1160,-280
7770,-140,1160,-280
7771,-120,1160,-280
7772,-10000,-10000,-10000
7773,-10000,-10000,-10000
7774,-10000,-10000,-10000
7775,-10000,-10000,-10000
7776,-10000,-10000,-10000
7777,-10000,-10000,-10000
7778,-10000,-10000,-10000
7779,-10000,-10000,-10000
7780,-10000,-10000,-10000
7781,-10000,-10000,-10000
7782,-10000,-10000,-10000
7783,-10000,-10000,-10000
7784,-10000,-10000,-10000
7785,-10000,-10000,-10000
7786,-10000,-10000,-10000
7787,200,1160,-280
7788,220,1160,-280
7789,240,1160,-280
7790,260,1160,-280
7791,280,1160,-280
7792,-10000,-10000,-10000
7793,-10000,-10000,-10000
7794,-10000,-10000,-10000
7795,-10000,-10000,-10000
7796,-10000,-10000,-10000
7797,-10000,-10000,-10000
7798,-10000,-10000,-10000
7799,-10000,-10000,-10000
7800,-10000,-10000,-10000
7801,-10000,-10000,-10000
7802,500,1160,-280
7803,520,1160,-280
7804,540,1160,-280
7805,560,1160,-280
7806,580,1160,-280
7807,600,1160,-280
7808,620,1160,-280
7809,640,1160,-280
7810,660,1160,-280
7811,680,1160,-280
7812,700,1160,-280
7813,720,1160,-280
7814,740,1160,-280
7815,760,1160,-280
7816,780,1160,-280
7817,-10000,-10000,-10000
7818,-10000,-10000,-10000
7819,-10000,-10000,-10000
7820,-10000,-10000,-10000
7821,-10000,-10000,-10000
7822,-10000,-10000,-10000
7823,-10000,-10000,-10000
7824,-10000,-10000,-10000
7825,-10000,-10000,-10000
7826,-10000,-10000,-10000
7827,-10000,-10000,-10000
7828,-10000,-10000,-10000
7829,-10000,-10000,-10000
7830,-10000,-10000,-10000
7831,-10000,-10000,-10000
7832,-10000,-10000,-10000
7833,-10000,-10000,-10000
7834,-10000,-10000,-10000
7835,-10000,-10000,-10000
7836,-10000,-10000,-10000
7837,-10000,-10000,-10000
7838,-10000,-10000,-10000
7839,-10000,-10000,-10000
7840,-10000,-10000,-10000
7841,-10000,-10000,-10000
7842,-10000,-10000,-10000
7843,-10000,-10000,-10000
7844,-10000,-10000,-10000
7845,-10000,-10000,-10000
7846,-10000,-10000,-10000
7847,-10000,-10000,-10000
7848,-10000,-10000,-10000
7849,-10000,-10000,-10000
7850,-10000,-10000,-10000
7851,-500,1180,-280
7852,-480,1180,-280
7853,-460,1180,-280
7854,-440,1180,-280
7855,-420,1180,-280
7856,-400,1180,-280
7857,-380,1180,-280
7858,-360,1180,-280
7859,-340,1180,-280
7860,-320,1180,-280
7861,-10000,-10000,-10000
7862,-10000,-10000,-10000
7863,-10000,-10000,-10000
7864,-10000,-10000,-10000
7865,-10000,-10000,-10000
7866,-200,1180,-280
7867,-180,1180,-280
7868,-160,1180,-280
7869,-140,1180,-280
7870,-120,1180,-280
7871,-10000,-10000,-10000
7872,-10000,-10000,-10000
7873,-10000,-10000,-10000
7874,-10000,-10000,-10000
7875,-10000,-10000,-10000
7876,-10000,-10000,-10000
7877,-10000,-10000,-10000
7878,-10000,-10000,-10000
7879,-10000,-10000,-10000
7880,-10000,-10000,-10000
7881,-10000,-10000,-10000
7882,-10000,-10000,-10000
7883,-10000,-10000,-10000
7884,-10000,-10000,-10000
7885,-10000,-10000,-10000
7886,200,1180,-280
7887,220,1180,-280
7888,240,1180,-280
7889,260,1180,-280
7890,280,1180,-280
7891,-10000,-10000,-10000
7892,-10000,-10000,-10000
7893,-10000,-10000,-10000
7894,-10000,-10000,-10000
7895,-10000,-10000,-10000
7896,-10000,-10000,-10000
7897,-10000,-10000,-10000
7898,-10000,-10000,-10000
7899,-10000,-10000,-10000
7900,-10000,-10000,-10000
7901,500,1180,-280
7902,520,1180,-280
7903,540,1180,-280
7904,560,1180,-280
7905,580,1180,-280
7906,600,1180,-280
7907,620,1180,-280
7908,640,1180,-280
7909,660,1180,-280
7910,680,1180,-280
7911,700,1180,-280
7912,720,1180,-280
7913,740,1180,-280
7914,760,1180,-280
7915,780,1180,-280
7916,-10000,-10000,-10000
7917,-10000,-10000,-10000
7918,-10000,-10000,-10000
7919,-10000,-10000,-10000
7920,-10000,-10000,-10000
7921,-10000,-10000,-10000
7922,-10000,-10000,-10000
7923,-10000,-10000,-10000
7924,-10000,-10000,-10000
7925,-10000,-10000,-10000
7926,-10000,-10000,-10000
7927,-10000,-10000,-10000
7928,-10000,-10000,-10000
7929,-10000,-10000,-10000
7930,-10000,-10000,-10000
7931,-10000,-10000,-10000
7932,-10000,-10000,-10000
7933,-10000,-10000,-10000
7934,-10000,-10000,-10000
7935,-800,1200,-280
7936,-780,1200,-280
7937,-760,1200,-280
7938,-740,1200,-280
7939,-720,1200,-280
7940,-700,1200,-280
7941,-680,1200,-280
7942,-660,1200,-280
7943,-640,1200,-280
7944,-620,1200,-280
7945,-600,1200,-280
7946,-580,1200,-280
7947,-560,1200,-280
7948,-540,1200,-280
7949,-520,1200,-280
7950,-500,1200,-280
7951,-480,1200,-280
7952,-460,1200,-280
7953,-440,1200,-280
7954,-420,1200,-280
7955,-10000,-10000,-10000
7956,-10000,-10000,-10000
7957,-10000,-10000,-10000
7958,-10000,-10000,-10000
7959,-10000,-10000,-10000
7960,-10000,-10000,-10000
7961,-10000,-10000,-10000
7962,-10000,-10000,-10000
7963,-10000,-10000,-10000
7964,-10000,-10000,-10000
7965,-200,1200,-280
7966,-180,1200,-280
7967,-160,1200,-280
7968,-140,1200,-280
7969,-120,1200,-280
7970,-100,1200,-280
7971,-80,1200,-280
7972,-60,1200,-280
7973,-40,1200,-280
7974,-20,1200,-280
7975,0,1200,-280
7976,20,1200,-280
7977,40,1200,-280
7978,60,1200,-280
7979,80,1200,-280
7980,-10000,-10000,-10000
7981,-10000,-10000,-10000
7982,-10000,-10000,-10000
7983,-10000,-10000,-10000
7984,-10000,-10000,-10000
7985,-10000,-10000,-10000
7986,-10000,-10000,-10000
7987,-10000,-10000,-10000
7988,-10000,-10000,-10000
7989,-10000,-10000,-10000
7990,-10000,-10000,-10000
7991,-10000,-10000,-10000
7992,-10000,-10000,-10000
7993,-10000,-10000,-10000
7994,-10000,-10000,-10000
7995,400,1200,-280
7996,420,1200,-280
7997,440,1200,-280
7998,460,1200,-280
7999,480,1200,-280
8000,-10000,-10000,-10000
8001,-10000,-10000,-10000
8002,-10000,-10000,-10000
8003,-10000,-10000,-10000
8004,-10000,-10000,-10000
8005,-10000,-10000,-10000
8006,-10000,-10000,-10000
8007,-10000,-10000,-10000
8008,-10000,-10000,-10000
8009,-10000,-10000,-10000
8010,-10000,-10000,-10000
8011,-10000,-10000,-10000
8012,-10000,-10000,-10000
8013,-10000,-10000,-10000
8014,-10000,-10000,-10000
8015,800,1200,-280
8016,820,1200,-280
8017,840,1200,-280
8018,860,1200,-280
8019,880,1200,-280
8020,900,1200,-280
8021,920,1200,-280
8022,940,1200,-280
8023,960,1200,-280
8024,-10000,-10000,-10000
8025,-10000,-10000,-10000
8026,-10000,-10000,-10000
8027,-10000,-10000,-10000
8028,-10000,-10000,-10000
8029,-10000,-10000,-10000
8030,-10000,-10000,-10000
8031,-10000,-10000,-10000
8032,-10000,-10000,-10000
8033,-10000,-10000,-10000
8034,-800,1220,-280
8035,-780,1220,-280
8036,-760,1220,-280
8037,-740,1220,-280
8038,-720,1220,-280
8039,-700,1220,-280
8040,-680,1220,-280
8041,-660,1220,-280
8042,-640,1220,-280
8043,-620,1220,-280
8044,-600,1220,-280
8045,-580,1220,-280
8046,-560,1220,-280
8047,-540,1220,-280
8048,-520,1220,-280
8049,-500,1220,-280
8050,-480,1220,-280
8051,-460,1220,-280
8052,-440,1220,-280
8053,-420,1220,-280
8054,-10000,-10000,-10000
8055,-10000,-10000,-10000
8056,-10000,-10000,-10000
8057,-10000,-10000,-10000
8058,-10000,-10000,-10000
8059,-10000,-10000,-10000
8060,-10000,-10000,-10000
8061,-10000,-10000,-10000
8062,-10000,-10000,-10000
8063,-10000,-10000,-10000
8064,-200,1220,-280
8065,-180,1220,-280
8066,-160,1220,-280
8067,-140,1220,-280
8068,-120,1220,-280
8069,-100,1220,-280
8070,-80,1220,-280
8071,-60,1220,-280
8072,-40,1220,-280
8073,-20,1220,-280
8074,0,1220,-280
8075,20,1220,-280
8076,40,1220,-280
8077,60,1220,-280
8078,80,1220,-280
8079,-10000,-10000,-10000
8080,-10000,-10000,-10000
8081,-10000,-10000,-10000
8082,-10000,-10000,-10000
8083,-10000,-10000,-10000
8084,-10000,-10000,-10000
8085,-10000,-10000,-10000
8086,-10000,-10000,-10000
8087,-10000,-10000,-10000
8088,-10000,-10000,-10000
8089,-10000,-10000,-10000
8090,-10000,-10000,-10000
8091,-10000,-10000,-10000
8092,-10000,-10000,-10000
8093,-10000,-10000,-10000
8094,400,1220,-280
8095,420,1220,-280
8096,440,1220,-280
8097,460,1220,-280
8098,480,1220,-280
8099,-10000,-10000,-10000
8100,-10000,-10000,-10000
8101,-10000,-10000,-10000
8102,-10000,-10000,-10000
8103,-10000,-10000,-10000
8104,-10000,-10000,-10000
8105,-10000,-10000,-10000
8106,-10000,-10000,-10000
8107,-10000,-10000,-10000
8108,-10000,-10000,-10000
8109,-10000,-10000,-10000
8110,-10000,-10000,-10000
8111,-10000,-10000,-10000
8112,-10000,-10000,-10000
8113,-10000,-10000,-10000
8114,800,1220,-280
8115,820,1220,-280
8116,840,1220,-280
8117,860,1220,-280
8118,880,1220,-280
8119,900,1220,-280
8120,920,1220,-280
8121,940,1220,-280
8122,960,1220,-280
8123,-10000,-10000,-10000
8124,-10000,-10000,-10000
8125,-10000,-10000,-10000
8126,-10000,-10000,-10000
8127,-10000,-10000,-10000
8128,-10000,-10000,-10000
8129,-10000,-10000,-10000
8130,-10000,-10000,-10000
8131,-10000,-10000,-10000
8132,-10000,-10000,-10000
8133,-800,1240,-280
8134,-780,1240,-280
8135,-760,1240,-280
8136,-740,1240,-280
8137,-720,1240,-280
8138,-700,1240,-280
8139,-680,1240,-280
8140,-660,1240,-280
8141,-640,1240,-280
8142,-620,1240,-280
8143,-600,1240,-280
8144,-580,1240,-280
8145,-560,1240,-280
8146,-540,1240,-280
8147,-520,1240,-280
8148,-500,1240,-280
8149,-480,1240,-280
8150,-460,1240,-280
8151,-440,1240,-280
8152,-420,1240,-280
8153,-10000,-10000,-10000
8154,-10000,-10000,-10000
8155,-10000,-10000,-10000
8156,-10000,-10000,-10000
8157,-10000,-10000,-10000
8158,-10000,-10000,-10000
8159,-10000,-10000,-10000
8160,-10000,-10000,-10000
8161,-10000,-10000,-10000
8162,-10000,-10000,-10000
8163,-200,1240,-280
8164,-180,1240,-280
8165,-160,1240,-280
8166,-140,1240,-280
8167,-120,1240,-280
8168,-100,1240,-280
8169,-80,1240,-280
8170,-60,1240,-280
8171,-40,1240,-280
8172,-20,1240,-280
8173,0,1240,-280
8174,20,1240,-280
8175,40,1240,-280
8176,60,1240,-280
8177,80,1240,-280
8178,-10000,-10000,-10000
8179,-10000,-10000,-10000
8180,-10000,-10000,-10000
8181,-10000,-10000,-10000
8182,-10000,-10000,-10000
8183,-10000,-10000,-10000
8184,-10000,-10000,-10000
8185,-10000,-10000,-10000
8186,-10000,-10000,-10000
8187,-10000,-10000,-10000
8188,-10000,-10000,-10000
8189,-10000,-10000,-10000
8190,-10000,-10000,-10000
8191,-10000,-10000,-10000
8192,-10000,-10000,-10000
8193,400,1240,-280
8194,420,1240,-280
8195,440,1240,-280
8196,460,1240,-280
8197,480,1240,-280
8198,-10000,-10000,-10000
8199,-10000,-10000,-10000
8200,-10000,-10000,-10000
8201,-10000,-10000,-10000
8202,-10000,-10000,-10000
8203,-10000,-10000,-10000
8204,-10000,-10000,-10000
8205,-10000,-10000,-10000
8206,-10000,-10000,-10000
8207,-10000,-10000,-10000
8208,-10000,-10000,-10000
8209,-10000,-10000,-10000
8210,-10000,-10000,-10000
8211,-10000,-10000,-10000
8212,-10000,-10000,-10000
8213,800,1240,-280
8214,820,1240,-280
8215,840,1240,-280
8216,860,1240,-280
8217,880,1240,-280
8218,900,1240,-280
8219,920,1240,-280
8220,940,1240,-280
8221,960,1240,-280
8222,-10000,-10000,-10000
8223,-10000,-10000,-10000
8224,-10000,-10000,-10000
8225,-10000,-10000,-10000
8226,-10000,-10000,-10000
8227,-10000,-10000,-10000
8228,-10000,-10000,-10000
8229,-10000,-10000,-10000
8230,-10000,-10000,-10000
8231,-10000,-10000,-10000
8232,-800,1260,-280
8233,-780,1260,-280
8234,-760,1260,-280
8235,-740,1260,-280
8236,-720,1260,-280
8237,-700,1260,-280
8238,-680,1260,-280
8239,-660,1260,-280
8240,-640,1260,-280
8241,-620,1260,-280
8242,-600,1260,-280
8243,-580,1260,-280
8244,-560,1260,-280
8245,-540,1260,-280
8246,-520,1260,-280
8247,-500,1260,-280
8248,-480,1260,-280
8249,-460,1260,-280
8250,-440,1260,-280
8251,-420,1260,-280
8252,-10000,-10000,-10000
8253,-10000,-10000,-10000
8254,-10000,-10000,-10000
8255,-10000,-10000,-10000
8256,-10000,-10000,-10000
8257,-10000,-10000,-10000
8258,-10000,-10000,-10000
8259,-10000,-10000,-10000
8260,-10000,-10000,-10000
8261,-10000,-10000,-10000
8262,-200,1260,-280
8263,-180,1260,-280
8264,-160,1260,-280
8265,-140,1260,-280
8266,-120,1260,-280
8267,-100,1260,-280
8268,-80,1260,-280
8269,-60,1260,-280
8270,-40,1260,-280
8271,-20,1260,-280
8272,0,1260,-280
8273,20,1260,-280
8274,40,1260,-280
8275,60,1260,-280
8276,80,1260,-280
8277,-10000,-10000,-10000
8278,-10000,-10000,-10000
8279,-10000,-10000,-10000
8280,-10000,-10000,-10000
8281,-10000,-10000,-10000
8282,-10000,-10000,-10000
8283,-10000,-10000,-10000
8284,-10000,-10000,-10000
8285,-10000,-10000,-10000
8286,-10000,-10000,-10000
8287,-10000,-10000,-10000
8288,-10000,-10000,-10000
8289,-10000,-10000,-10000
8290,-10000,-10000,-10000
8291,-10000,-10000,-10000
8292,400,1260,-280
8293,420,1260,-280
8294,440,1260,-280
8295,460,1260,-280
8296,480,1260,-280
8297,-10000,-10000,-10000
8298,-10000,-10000,-10000
8299,-10000,-10000,-10000
8300,-10000,-10000,-10000
8301,-10000,-10000,-10000
8302,-10000,-10000,-10000
8303,-10000,-10000,-10000
8304,-10000,-10000,-10000
8305,-10000,-10000,-10000
8306,-10000,-10000,-10000
8307,-10000,-10000,-10000
8308,-10000,-10000,-10000
8309,-10000,-10000,-10000
8310,-10000,-10000,-10000
8311,-10000,-10000,-10000
8312,800,1260,-280
8313,820,1260,-280
8314,840,1260,-280
8315,860,1260,-280
8316,880,1260,-280
8317,900,1260,-280
8318,920,1260,-280
8319,940,1260,-280
8320,960,1260,-280
8321,-10000,-10000,-10000
8322,-10000,-10000,-10000
8323,-10000,-10000,-10000
8324,-10000,-10000,-10000
8325,-10000,-10000,-10000
8326,-10000,-10000,-10000
8327,-10000,-10000,-10000
8328,-10000,-10000,-10000
8329,-10000,-10000,-10000
8330,-10000,-10000,-10000
8331,-800,1280,-280
8332,-780,1280,-280
8333,-760,1280,-280
8334,-740,1280,-280
8335,-720,1280,-280
8336,-700,1280,-280
8337,-680,1280,-280
8338,-660,1280,-280
8339,-640,1280,-280
8340,-620,1280,-280
8341,-600,1280,-280
8342,-580,1280,-280
8343,-560,1280,-280
8344,-540,1280,-280
8345,-520,1280,-280
8346,-500,1280,-280
8347,-480,1280,-280
8348,-460,1280,-280
8349,-440,1280,-280
8350,-420,1280,-280
8351,-10000,-10000,-10000
8352,-10000,-10000,-10000
8353,-10000,-10000,-10000
8354,-10000,-10000,-10000
8355,-10000,-10000,-10000
8356,-10000,-10000,-10000
8357,-10000,-10000,-10000
8358,-10000,-10000,-10000
8359,-10000,-10000,-10000
8360,-10000,-10000,-10000
8361,-200,1280,-280
8362,-180,1280,-280
8363,-160,1280,-280
8364,-140,1280,-280
8365,-120,1280,-280
8366,-100,1280,-280
8367,-80,1280,-280
8368,-60,1280,-280
8369,-40,1280,-280
8370,-20,1280,-280
8371,0,1280,-280
8372,20,1280,-280
8373,40,1280,-280
8374,60,1280,-280
8375,80,1280,-280
8376,-10000,-10000,-10000
8377,-10000,-10000,-10000
8378,-10000,-10000,-10000
8379,-10000,-10000,-10000
8380,-10000,-10000,-10000
8381,-10000,-10000,-10000
8382,-10000,-10000,-10000
8383,-10000,-10000,-10000
8384,-10000,-10000,-10000
8385,-10000,-10000,-10000
8386,-10000,-10000,-10000
8387,-10000,-10000,-10000
8388,-10000,-10000,-10000
8389,-10000,-10000,-10000
8390,-10000,-10000,-10000
8391,400,1280,-280
8392,420,1280,-280
8393,440,1280,-280
8394,460,1280,-280
8395,480,1280,-280
8396,-10000,-10000,-10000
8397,-10000,-10000,-10000
8398,-10000,-10000,-10000
8399,-10000,-10000,-10000
8400,-10000,-10000,-10000
8401,-10000,-10000,-10000
8402,-10000,-10000,-10000
8403,-10000,-10000,-10000
8404,-10000,-10000,-10000
8405,-10000,-10000,-10000
8406,-10000,-10000,-10000
8407,-10000,-10000,-10000
8408,-10000,-10000,-10000
8409,-10000,-10000,-10000
8410,-10000,-10000,-10000
8411,800,1280,-280
8412,820,1280,-280
8413,840,1280,-280
8414,860,1280,-280
8415,880,1280,-280
8416,900,1280,-280
8417,920,1280,-280
8418,940,1280,-280
8419,960,1280,-280
8420,-10000,-10000,-10000
8421,-10000,-10000,-10000
8422,-10000,-10000,-10000
8423,-10000,-10000,-10000
8424,-10000,-10000,-10000
8425,-10000,-10000,-10000
8426,-10000,-10000,-10000
8427,-10000,-10000,-10000
8428,-10000,-10000,-10000
8429,-10000,-10000,-10000
8430,-800,1300,-280
8431,-780,1300,-280
8432,-760,1300,-280
8433,-740,1300,-280
8434,-720,1300,-280
8435,-700,1300,-280
8436,-680,1300,-280
8437,-660,1300,-280
8438,-640,1300,-280
8439,-620,1300,-280
8440,-600,1300,-280
8441,-580,1300,-280
8442,-560,1300,-280
8443,-540,1300,-280
8444,-520,1300,-280
8445,-10000,-10000,-10000
8446,-10000,-10000,-10000
8447,-10000,-10000,-10000
8448,-10000,-10000,-10000
8449,-10000,-10000,-10000
8450,-400,1300,-280
8451,-380,1300,-280
8452,-360,1300,-280
8453,-340,1300,-280
8454,-320,1300,-280
8455,-10000,-10000,-10000
8456,-10000,-10000,-10000
8457,-10000,-10000,-10000
8458,-10000,-10000,-10000
8459,-10000,-10000,-10000
8460,-200,1300,-280
8461,-180,1300,-280
8462,-160,1300,-280
8463,-140,1300,-280
8464,-120,1300,-280
8465,-10000,-10000,-10000
8466,-10000,-10000,-10000
8467,-10000,-10000,-10000
8468,-10000,-10000,-10000
8469,-10000,-10000,-10000
8470,0,1300,-280
8471,20,1300,-280
8472,40,1300,-280
8473,60,1300,-280
8474,80,1300,-280
8475,100,1300,-280
8476,120,1300,-280
8477,140,1300,-280
8478,160,1300,-280
8479,180,1300,-280
8480,200,1300,-280
8481,220,1300,-280
8482,240,1300,-280
8483,260,1300,-280
8484,280,1300,-280
8485,300,1300,-280
8486,320,1300,-280
8487,340,1300,-280
8488,360,1300,-280
8489,380,1300,-280
8490,-10000,-10000,-10000
8491,-10000,-10000,-10000
8492,-10000,-10000,-10000
8493,-10000,-10000,-10000
8494,-10000,-10000,-10000
8495,-10000,-10000,-10000
8496,-10000,-10000,-10000
8497,-10000,-10000,-10000
8498,-10000,-10000,-10000
8499,-10000,-10000,-10000
8500,-10000,-10000,-10000
8501,-10000,-10000,-10000
8502,-10000,-10000,-10000
8503,-10000,-10000,-10000
8504,-10000,-10000,-10000
8505,-10000,-10000,-10000
8506,-10000,-10000,-10000
8507,-10000,-10000,-10000
8508,-10000,-10000,-10000
8509,-10000,-10000,-10000
8510,800,1300,-280
8511,820,1300,-280
8512,840,1300,-280
8513,860,1300,-280
8514,880,1300,-280
8515,-10000,-10000,-10000
8516,-10000,-10000,-10000
8517,-10000,-10000,-10000
8518,-10000,-10000,-10000
8519,-10000,-10000,-10000
8520,-10000,-10000,-10000
8521,-10000,-10000,-10000
8522,-10000,-10000,-10000
8523,-10000,-10000,-10000
8524,-10000,-10000,-10000
8525,-10000,-10000,-10000
8526,-10000,-10000,-10000
8527,-10000,-10000,-10000
8528,-10000,-10000,-10000
8529,-800,1320,-280
8530,-780,1320,-280
8531,-760,1320,-280
8532,-740,1320,-280
8533,-720,1320,-280
8534,-700,1320,-280
8535,-680,1320,-280
8536,-660,1320,-280
8537,-640,1320,-280
8538,-620,1320,-280
8539,-600,1320,-280
8540,-580,1320,-280
8541,-560,1320,-280
8542,-540,1320,-280
8543,-520,1320,-280
8544,-10000,-10000,-10000
8545,-10000,-10000,-10000
8546,-10000,-10000,-10000
8547,-10000,-10000,-10000
8548,-10000,-10000,-10000
8549,-400,1320,-280
8550,-380,1320,-280
8551,-360,1320,-280
8552,-340,1320,-280
8553,-320,1320,-280
8554,-10000,-10000,-10000
8555,-10000,-10000,-10000
8556,-10000,-10000,-10000
8557,-10000,-10000,-10000
8558,-10000,-10000,-10000
8559,-200,1320,-280
8560,-180,1320,-280
8561,-160,1320,-280
8562,-140,1320,-280
8563,-120,1320,-280
8564,-10000,-10000,-10000
8565,-10000,-10000,-10000
8566,-10000,-10000,-10000
8567,-10000,-10000,-10000
8568,-10000,-10000,-10000
8569,0,1320,-280
8570,20,1320,-280
8571,40,1320,-280
8572,60,1320,-280
8573,80,1320,-280
8574,100,1320,-280
8575,120,1320,-280
8576,140,1320,-280
8577,160,1320,-280
8578,180,1320,-280
8579,200,1320,-280
8580,220,1320,-280
8581,240,1320,-280
8582,260,1320,-280
8583,280,1320,-280
8584,300,1320,-280
8585,320,1320,-280
8586,340,1320,-280
8587,360,1320,-280
8588,380,1320,-280
8589,-10000,-10000,-10000
8590,-10000,-10000,-10000
8591,-10000,-10000,-10000
8592,-10000,-10000,-10000
8593,-10000,-10000,-10000
8594,-10000,-10000,-10000
8595,-10000,-10000,-10000
8596,-10000,-10000,-10000
8597,-10000,-10000,-10000
8598,-10000,-10000,-10000
8599,-10000,-10000,-10000
8600,-10000,-10000,-10000
8601,-10000,-10000,-10000
8602,-10000,-10000,-10000
8603,-10000,-10000,-10000
8604,-10000,-10000,-10000
8605,-10000,-10000,-10000
8606,-10000,-10000,-10000
8607,-10000,-10000,-10000
8608,-10000,-10000,-10000
8609,800,1320,-280
8610,820,1320,-280
8611,840,1320,-280
8612,860,1320,-280
8613,880,1320,-280
8614,-10000,-10000,-10000
8615,-10000,-10000,-10000
8616,-10000,-10000,-10000
8617,-10000,-10000,-10000
8618,-10000,-10000,-10000
8619,-10000,-10000,-10000
8620,-10000,-10000,-10000
8621,-10000,-10000,-10000
8622,-10000,-10000,-10000
8623,-10000,-10000,-10000
8624,-10000,-10000,-10000
8625,-10000,-10000,-10000
8626,-10000,-10000,-10000
8627,-10000,-10000,-10000
8628,-800,1340,-280
8629,-780,1340,-280
8630,-760,1340,-280
8631,-740,1340,-280
8632,-720,1340,-280
8633,-700,1340,-280
8634,-680,1340,-280
8635,-660,1340,-280
8636,-640,1340,-280
8637,-620,1340,-280
8638,-600,1340,-280
8639,-580,1340,-280
8640,-560,1340,-280
8641,-540,1340,-280
8642,-520,1340,-280
8643,-10000,-10000,-10000
8644,-10000,-10000,-10000
8645,-10000,-10000,-10000
8646,-10000,-10000,-10000
8647,-10000,-10000,-10000
8648,-400,1340,-280
8649,-380,1340,-280
8650,-360,1340,-280
8651,-340,1340,-280
8652,-320,1340,-280
8653,-10000,-10000,-10000
8654,-10000,-10000,-10000
8655,-10000,-10000,-10000
8656,-10000,-10000,-10000
8657,-10000,-10000,-10000
8658,-200,1340,-280
8659,-180,1340,-280
8660,-160,1340,-280
8661,-140,1340,-280
8662,-120,1340,-280
8663,-10000,-10000,-10000
8664,-10000,-10000,-10000
8665,-10000,-10000,-10000
8666,-10000,-10000,-10000
8667,-10000,-10000,-10000
8668,0,1340,-280
8669,20,1340,-280
8670,40,1340,-280
8671,60,1340,-280
8672,80,1340,-280
8673,100,1340,-280
8674,120,1340,-280
8675,140,1340,-280
8676,160,1340,-280
8677,180,1340,-280
8678,200,1340,-280
8679,220,1340,-280
8680,240,1340,-280
8681,260,1340,-280
8682,280,1340,-280
8683,300,1340,-280
8684,320,1340,-280
8685,340,1340,-280
8686,360,1340,-280
8687,380,1340,-280
8688,-10000,-10000,-10000
8689,-10000,-10000,-10000
8690,-10000,-10000,-10000
8691,-10000,-10000,-10000
8692,-10000,-10000,-10000
8693,-10000,-10000,-10000
8694,-10000,-10000,-10000
8695,-10000,-10000,-10000
8696,-10000,-10000,-10000
8697,-10000,-10000,-10000
8698,-10000,-10000,-10000
8699,-10000,-10000,-10000
8700,-10000,-10000,-10000
8701,-10000,-10000,-10000
8702,-10000,-10000,-10000
8703,-10000,-10000,-10000
8704,-10000,-10000,-10000
8705,-10000,-10000,-10000
8706,-10000,-10000,-10000
8707,-10000,-10000,-10000
8708,800,1340,-280
8709,820,1340,-280
8710,840,1340,-280
8711,860,1340,-280
8712,880,1340,-280
8713,-10000,-10000,-10000
8714,-10000,-10000,-10000
8715,-10000,-10000,-10000
8716,-10000,-10000,-10000
8717,-10000,-10000,-10000
8718,-10000,-10000,-10000
8719,-10000,-10000,-10000
8720,-10000,-10000,-10000
8721,-10000,-10000,-10000
8722,-10000,-10000,-10000
8723,-10000,-10000,-10000
8724,-10000,-10000,-10000
8725,-10000,-10000,-10000
8726,-10000,-10000,-10000
8727,-800,1360,-280
8728,-780,1360,-280
8729,-760,1360,-280
8730,-740,1360,-280
8731,-720,1360,-280
8732,-700,1360,-280
8733,-680,1360,-280
8734,-660,1360,-280
8735,-640,1360,-280
8736,-620,1360,-280
8737,-600,1360,-280
8738,-580,1360,-280
8739,-560,1360,-280
8740,-540,1360,-280
8741,-520,1360,-280
8742,-10000,-10000,-10000
8743,-10000,-10000,-10000
8744,-10000,-10000,-10000
8745,-10000,-10000,-10000
8746,-10000,-10000,-10000
8747,-400,1360,-280
8748,-380,1360,-280
8749,-360,1360,-280
8750,-340,1360,-280
8751,-320,1360,-280
8752,-10000,-10000,-10000
8753,-10000,-10000,-10000
8754,-10000,-10000,-10000
8755,-10000,-10000,-10000
8756,-10000,-10000,-10000
8757,-200,1360,-280
8758,-180,1360,-280
8759,-160,1360,-280
8760,-140,1360,-280
8761,-120,1360,-280
8762,-10000,-10000,-10000
8763,-10000,-10000,-10000
8764,-10000,-10000,-10000
8765,-10000,-10000,-10000
8766,-10000,-10000,-10000
8767,0,1360,-280
8768,20,1360,-280
8769,40,1360,-280
8770,60,1360,-280
8771,80,1360,-280
8772,100,1360,-280
8773,120,1360,-280
8774,140,1360,-280
8775,160,1360,-280
8776,180,1360,-280
8777,200,1360,-280
8778,220,1360,-280
8779,240,1360,-280
8780,260,1360,-280
8781,280,1360,-280
8782,300,1360,-280
8783,320,1360,-280
8784,340,1360,-280
8785,360,1360,-280
8786,380,1360,-280
8787,-10000,-10000,-10000
8788,-10000,-10000,-10000
8789,-10000,-10000,-10000
8790,-10000,-10000,-10000
8791,-10000,-10000,-10000
8792,-10000,-10000,-10000
8793,-10000,-10000,-10000
8794,-10000,-10000,-10000
8795,-10000,-10000,-10000
8796,-10000,-10000,-10000
8797,-10000,-10000,-10000
8798,-10000,-10000,-10000
8799,-10000,-10000,-10000
8800,-10000,-10000,-10000
8801,-10000,-10000,-10000
8802,-10000,-10000,-10000
8803,-10000,-10000,-10000
8804,-10000,-10000,-10000
8805,-10000,-10000,-10000
8806,-10000,-10000,-10000
8807,800,1360,-280
